N,state_footprint_MB,median_us_per_event,std_us
1000,0.06103515625,0.8667224999996392,4.273768996282552
3000,0.18310546875,0.7613323333307183,0.19916620819386524
10000,0.6103515625,0.6814443333335399,0.218470088128408
30000,1.8310546875,0.7658415000004007,0.27580911196578617
100000,6.103515625,1.8510284166666224,1.2271187245353363
300000,18.310546875,2.5803922500031717,0.6888812096084715
1000000,61.03515625,2.6209008571405388,0.12139817702667591
3000000,183.10546875,2.7272964285763073,0.11048781317434056
