bins,mean_logloss,std_logloss,mean_excess,std_excess
1,1.061777691333905,0.09664138224405659,0.014408756146513657,0.011784500909657445
2,1.045378913180265,0.09233641622489082,-0.001990022007126238,0.004645749262271941
4,1.037865891396458,0.09150773340509633,-0.009503043790933308,0.0029583923458731485
8,1.0353778637123834,0.09126589466436553,-0.011991071475007872,0.002113324877971376
16,1.0356671007221196,0.09077221000097882,-0.011701834465271774,0.0018723146176083333
32,1.0391778845226614,0.09076397849543828,-0.008191050664729874,0.0013665445908790437
64,1.0473689351873914,0.09161654855937465,0.0,0.0
