N,degree,coupling,seeds,trial,cascade_size
20000,2,1.0,4,87,6
20000,2,1.0,4,88,11
20000,2,1.0,4,89,14
20000,2,1.0,4,90,11
20000,2,1.0,4,91,14
20000,2,1.0,4,92,15
20000,2,1.0,4,93,3
20000,2,1.0,4,94,25
20000,2,1.0,4,95,12
20000,2,1.0,4,96,17
20000,2,1.0,4,97,26
20000,2,1.0,4,98,6
20000,2,1.0,4,99,6
20000,2,1.0,4,100,20
20000,2,1.0,4,101,6
20000,2,1.0,4,102,16
20000,2,1.0,4,103,12
20000,2,1.0,4,104,12
20000,2,1.0,4,105,12
20000,2,1.0,4,106,14
20000,2,1.0,4,107,5
20000,2,1.0,4,108,11
20000,2,1.0,4,109,13
20000,2,1.0,4,110,21
20000,2,1.0,4,111,12
20000,2,1.0,4,112,6
20000,2,1.0,4,113,17
20000,2,1.0,4,114,6
20000,2,1.0,4,115,3
20000,2,1.0,4,116,13
20000,2,1.0,4,117,11
20000,2,1.0,4,118,19
20000,2,1.0,4,119,19
5000,2,1.15,4,0,12
5000,2,1.15,4,1,28
5000,2,1.15,4,2,19
5000,2,1.15,4,3,7
5000,2,1.15,4,4,23
5000,2,1.15,4,5,7
5000,2,1.15,4,6,17
5000,2,1.15,4,7,13
5000,2,1.15,4,8,16
5000,2,1.15,4,9,20
5000,2,1.15,4,10,13
5000,2,1.15,4,11,25
5000,2,1.15,4,12,26
5000,2,1.15,4,13,20
5000,2,1.15,4,14,17
5000,2,1.15,4,15,15
5000,2,1.15,4,16,13
5000,2,1.15,4,17,6
5000,2,1.15,4,18,23
5000,2,1.15,4,19,10
5000,2,1.15,4,20,14
5000,2,1.15,4,21,28
5000,2,1.15,4,22,18
5000,2,1.15,4,23,17
5000,2,1.15,4,24,16
5000,2,1.15,4,25,20
5000,2,1.15,4,26,10
5000,2,1.15,4,27,9
5000,2,1.15,4,28,16
5000,2,1.15,4,29,13
5000,2,1.15,4,30,9
5000,2,1.15,4,31,11
5000,2,1.15,4,32,12
5000,2,1.15,4,33,26
5000,2,1.15,4,34,3
5000,2,1.15,4,35,12
5000,2,1.15,4,36,22
5000,2,1.15,4,37,9
5000,2,1.15,4,38,19
5000,2,1.15,4,39,22
5000,2,1.15,4,40,23
5000,2,1.15,4,41,17
5000,2,1.15,4,42,17
5000,2,1.15,4,43,11
5000,2,1.15,4,44,16
5000,2,1.15,4,45,13
5000,2,1.15,4,46,7
5000,2,1.15,4,47,18
5000,2,1.15,4,48,29
5000,2,1.15,4,49,11
5000,2,1.15,4,50,19
5000,2,1.15,4,51,11
5000,2,1.15,4,52,22
5000,2,1.15,4,53,12
5000,2,1.15,4,54,21
5000,2,1.15,4,55,24
5000,2,1.15,4,56,15
5000,2,1.15,4,57,11
5000,2,1.15,4,58,11
5000,2,1.15,4,59,20
5000,2,1.15,4,60,15
5000,2,1.15,4,61,12
5000,2,1.15,4,62,27
5000,2,1.15,4,63,17
5000,2,1.15,4,64,3
5000,2,1.15,4,65,21
5000,2,1.15,4,66,28
5000,2,1.15,4,67,15
5000,2,1.15,4,68,30
5000,2,1.15,4,69,16
5000,2,1.15,4,70,33
5000,2,1.15,4,71,15
5000,2,1.15,4,72,10
5000,2,1.15,4,73,8
5000,2,1.15,4,74,12
5000,2,1.15,4,75,9
5000,2,1.15,4,76,20
5000,2,1.15,4,77,13
5000,2,1.15,4,78,23
5000,2,1.15,4,79,18
5000,2,1.15,4,80,14
5000,2,1.15,4,81,13
5000,2,1.15,4,82,23
5000,2,1.15,4,83,28
5000,2,1.15,4,84,6
5000,2,1.15,4,85,2
5000,2,1.15,4,86,10
5000,2,1.15,4,87,12
5000,2,1.15,4,88,11
5000,2,1.15,4,89,14
5000,2,1.15,4,90,24
5000,2,1.15,4,91,14
5000,2,1.15,4,92,8
5000,2,1.15,4,93,23
5000,2,1.15,4,94,10
5000,2,1.15,4,95,14
5000,2,1.15,4,96,16
5000,2,1.15,4,97,24
5000,2,1.15,4,98,32
5000,2,1.15,4,99,22
5000,2,1.15,4,100,18
5000,2,1.15,4,101,10
5000,2,1.15,4,102,21
5000,2,1.15,4,103,25
5000,2,1.15,4,104,10
5000,2,1.15,4,105,17
5000,2,1.15,4,106,15
5000,2,1.15,4,107,27
5000,2,1.15,4,108,13
5000,2,1.15,4,109,12
5000,2,1.15,4,110,15
5000,2,1.15,4,111,23
5000,2,1.15,4,112,23
5000,2,1.15,4,113,8
5000,2,1.15,4,114,29
5000,2,1.15,4,115,18
5000,2,1.15,4,116,19
5000,2,1.15,4,117,8
5000,2,1.15,4,118,16
5000,2,1.15,4,119,20
20000,2,1.15,4,0,23
20000,2,1.15,4,1,28
20000,2,1.15,4,2,7
20000,2,1.15,4,3,22
20000,2,1.15,4,4,10
20000,2,1.15,4,5,17
20000,2,1.15,4,6,5
20000,2,1.15,4,7,25
20000,2,1.15,4,8,16
20000,2,1.15,4,9,21
20000,2,1.15,4,10,20
20000,2,1.15,4,11,7
20000,2,1.15,4,12,16
20000,2,1.15,4,13,13
20000,2,1.15,4,14,24
20000,2,1.15,4,15,29
20000,2,1.15,4,16,12
20000,2,1.15,4,17,23
20000,2,1.15,4,18,22
20000,2,1.15,4,19,11
20000,2,1.15,4,20,0
20000,2,1.15,4,21,31
20000,2,1.15,4,22,11
20000,2,1.15,4,23,3
20000,2,1.15,4,24,20
20000,2,1.15,4,25,21
20000,2,1.15,4,26,13
20000,2,1.15,4,27,16
20000,2,1.15,4,28,5
20000,2,1.15,4,29,23
20000,2,1.15,4,30,31
20000,2,1.15,4,31,1
20000,2,1.15,4,32,19
20000,2,1.15,4,33,20
20000,2,1.15,4,34,25
20000,2,1.15,4,35,16
20000,2,1.15,4,36,10
20000,2,1.15,4,37,12
20000,2,1.15,4,38,20
20000,2,1.15,4,39,8
20000,2,1.15,4,40,14
20000,2,1.15,4,41,23
20000,2,1.15,4,42,28
20000,2,1.15,4,43,12
20000,2,1.15,4,44,21
20000,2,1.15,4,45,19
20000,2,1.15,4,46,12
20000,2,1.15,4,47,13
20000,2,1.15,4,48,33
20000,2,1.15,4,49,18
20000,2,1.15,4,50,18
20000,2,1.15,4,51,14
20000,2,1.15,4,52,20
20000,2,1.15,4,53,15
20000,2,1.15,4,54,18
20000,2,1.15,4,55,23
20000,2,1.15,4,56,10
20000,2,1.15,4,57,21
20000,2,1.15,4,58,4
20000,2,1.15,4,59,16
20000,2,1.15,4,60,24
20000,2,1.15,4,61,8
20000,2,1.15,4,62,15
20000,2,1.15,4,63,23
20000,2,1.15,4,64,37
20000,2,1.15,4,65,12
20000,2,1.15,4,66,21
20000,2,1.15,4,67,17
20000,2,1.15,4,68,22
20000,2,1.15,4,69,11
20000,2,1.15,4,70,24
20000,2,1.15,4,71,26
20000,2,1.15,4,72,13
20000,2,1.15,4,73,9
20000,2,1.15,4,74,10
20000,2,1.15,4,75,19
20000,2,1.15,4,76,20
20000,2,1.15,4,77,32
20000,2,1.15,4,78,17
20000,2,1.15,4,79,15
20000,2,1.15,4,80,25
20000,2,1.15,4,81,11
20000,2,1.15,4,82,10
20000,2,1.15,4,83,8
20000,2,1.15,4,84,20
20000,2,1.15,4,85,8
20000,2,1.15,4,86,32
20000,2,1.15,4,87,18
20000,2,1.15,4,88,25
20000,2,1.15,4,89,38
20000,2,1.15,4,90,11
20000,2,1.15,4,91,8
20000,2,1.15,4,92,21
20000,2,1.15,4,93,18
20000,2,1.15,4,94,22
20000,2,1.15,4,95,22
20000,2,1.15,4,96,18
20000,2,1.15,4,97,7
20000,2,1.15,4,98,13
20000,2,1.15,4,99,8
20000,2,1.15,4,100,18
20000,2,1.15,4,101,11
20000,2,1.15,4,102,11
20000,2,1.15,4,103,15
20000,2,1.15,4,104,22
20000,2,1.15,4,105,13
20000,2,1.15,4,106,20
20000,2,1.15,4,107,17
20000,2,1.15,4,108,13
20000,2,1.15,4,109,20
20000,2,1.15,4,110,17
20000,2,1.15,4,111,27
20000,2,1.15,4,112,20
20000,2,1.15,4,113,10
20000,2,1.15,4,114,18
20000,2,1.15,4,115,13
20000,2,1.15,4,116,13
20000,2,1.15,4,117,16
20000,2,1.15,4,118,14
20000,2,1.15,4,119,30
5000,2,1.3,4,0,34
5000,2,1.3,4,1,33
5000,2,1.3,4,2,32
5000,2,1.3,4,3,38
5000,2,1.3,4,4,50
5000,2,1.3,4,5,29
5000,2,1.3,4,6,26
5000,2,1.3,4,7,16
5000,2,1.3,4,8,46
5000,2,1.3,4,9,42
5000,2,1.3,4,10,34
5000,2,1.3,4,11,38
5000,2,1.3,4,12,37
5000,2,1.3,4,13,28
5000,2,1.3,4,14,17
5000,2,1.3,4,15,36
5000,2,1.3,4,16,25
5000,2,1.3,4,17,44
5000,2,1.3,4,18,54
5000,2,1.3,4,19,18
5000,2,1.3,4,20,35
5000,2,1.3,4,21,8
5000,2,1.3,4,22,30
5000,2,1.3,4,23,8
5000,2,1.3,4,24,34
5000,2,1.3,4,25,50
5000,2,1.3,4,26,33
5000,2,1.3,4,27,22
5000,2,1.3,4,28,43
5000,2,1.3,4,29,30
5000,2,1.3,4,30,21
5000,2,1.3,4,31,20
5000,2,1.3,4,32,8
5000,2,1.3,4,33,20
5000,2,1.3,4,34,26
5000,2,1.3,4,35,32
5000,2,1.3,4,36,14
5000,2,1.3,4,37,59
5000,2,1.3,4,38,21
5000,2,1.3,4,39,73
5000,2,1.3,4,40,29
5000,2,1.3,4,41,41
5000,2,1.3,4,42,21
5000,2,1.3,4,43,11
5000,2,1.3,4,44,41
5000,2,1.3,4,45,62
5000,2,1.3,4,46,23
5000,2,1.3,4,47,24
5000,2,1.3,4,48,18
5000,2,1.3,4,49,38
5000,2,1.3,4,50,19
5000,2,1.3,4,51,11
5000,2,1.3,4,52,55
5000,2,1.3,4,53,17
5000,2,1.3,4,54,35
5000,2,1.3,4,55,23
5000,2,1.3,4,56,26
5000,2,1.3,4,57,52
5000,2,1.3,4,58,21
5000,2,1.3,4,59,29
5000,2,1.3,4,60,3
5000,2,1.3,4,61,18
5000,2,1.3,4,62,34
5000,2,1.3,4,63,16
5000,2,1.3,4,64,49
5000,2,1.3,4,65,40
5000,2,1.3,4,66,22
5000,2,1.3,4,67,21
5000,2,1.3,4,68,23
5000,2,1.3,4,69,22
5000,2,1.3,4,70,16
5000,2,1.3,4,71,22
5000,2,1.3,4,72,29
5000,2,1.3,4,73,20
5000,2,1.3,4,74,13
5000,2,1.3,4,75,17
5000,2,1.3,4,76,14
5000,2,1.3,4,77,11
5000,2,1.3,4,78,48
5000,2,1.3,4,79,44
5000,2,1.3,4,80,58
5000,2,1.3,4,81,59
5000,2,1.3,4,82,2
5000,2,1.3,4,83,36
5000,2,1.3,4,84,29
5000,2,1.3,4,85,31
5000,2,1.3,4,86,50
5000,2,1.3,4,87,50
5000,2,1.3,4,88,24
5000,2,1.3,4,89,22
5000,2,1.3,4,90,10
5000,2,1.3,4,91,26
5000,2,1.3,4,92,18
5000,2,1.3,4,93,64
5000,2,1.3,4,94,19
5000,2,1.3,4,95,11
5000,2,1.3,4,96,26
5000,2,1.3,4,97,24
5000,2,1.3,4,98,19
5000,2,1.3,4,99,8
5000,2,1.3,4,100,33
5000,2,1.3,4,101,30
5000,2,1.3,4,102,25
5000,2,1.3,4,103,17
5000,2,1.3,4,104,36
5000,2,1.3,4,105,45
5000,2,1.3,4,106,38
5000,2,1.3,4,107,19
5000,2,1.3,4,108,22
5000,2,1.3,4,109,35
5000,2,1.3,4,110,44
5000,2,1.3,4,111,22
5000,2,1.3,4,112,36
5000,2,1.3,4,113,22
5000,2,1.3,4,114,19
5000,2,1.3,4,115,46
5000,2,1.3,4,116,24
5000,2,1.3,4,117,17
5000,2,1.3,4,118,27
5000,2,1.3,4,119,28
20000,2,1.3,4,0,20
20000,2,1.3,4,1,23
20000,2,1.3,4,2,22
20000,2,1.3,4,3,22
20000,2,1.3,4,4,33
20000,2,1.3,4,5,18
20000,2,1.3,4,6,30
20000,2,1.3,4,7,30
20000,2,1.3,4,8,47
20000,2,1.3,4,9,32
20000,2,1.3,4,10,29
20000,2,1.3,4,11,40
20000,2,1.3,4,12,33
20000,2,1.3,4,13,35
20000,2,1.3,4,14,20
20000,2,1.3,4,15,19
20000,2,1.3,4,16,39
20000,2,1.3,4,17,30
20000,2,1.3,4,18,31
20000,2,1.3,4,19,31
20000,2,1.3,4,20,28
20000,2,1.3,4,21,29
20000,2,1.3,4,22,24
20000,2,1.3,4,23,34
20000,2,1.3,4,24,24
20000,2,1.3,4,25,54
20000,2,1.3,4,26,49
20000,2,1.3,4,27,37
20000,2,1.3,4,28,59
20000,2,1.3,4,29,23
20000,2,1.3,4,30,48
20000,2,1.3,4,31,38
20000,2,1.3,4,32,29
20000,2,1.3,4,33,41
20000,2,1.3,4,34,18
20000,2,1.3,4,35,28
20000,2,1.3,4,36,38
20000,2,1.3,4,37,29
20000,2,1.3,4,38,22
20000,2,1.3,4,39,52
20000,2,1.3,4,40,22
20000,2,1.3,4,41,36
20000,2,1.3,4,42,39
20000,2,1.3,4,43,41
20000,2,1.3,4,44,15
20000,2,1.3,4,45,34
20000,2,1.3,4,46,21
20000,2,1.3,4,47,31
20000,2,1.3,4,48,33
20000,2,1.3,4,49,66
20000,2,1.3,4,50,13
20000,2,1.3,4,51,10
20000,2,1.3,4,52,16
20000,2,1.3,4,53,32
20000,2,1.3,4,54,25
20000,2,1.3,4,55,16
20000,2,1.3,4,56,28
20000,2,1.3,4,57,16
20000,2,1.3,4,58,23
20000,2,1.3,4,59,9
20000,2,1.3,4,60,24
20000,2,1.3,4,61,12
20000,2,1.3,4,62,22
20000,2,1.3,4,63,5
20000,2,1.3,4,64,28
20000,2,1.3,4,65,35
20000,2,1.3,4,66,5
20000,2,1.3,4,67,33
20000,2,1.3,4,68,25
20000,2,1.3,4,69,12
20000,2,1.3,4,70,23
20000,2,1.3,4,71,42
20000,2,1.3,4,72,4
20000,2,1.3,4,73,36
20000,2,1.3,4,74,26
20000,2,1.3,4,75,6
20000,2,1.3,4,76,29
20000,2,1.3,4,77,28
20000,2,1.3,4,78,23
20000,2,1.3,4,79,18
20000,2,1.3,4,80,32
20000,2,1.3,4,81,60
20000,2,1.3,4,82,58
20000,2,1.3,4,83,31
20000,2,1.3,4,84,40
20000,2,1.3,4,85,21
20000,2,1.3,4,86,53
20000,2,1.3,4,87,7
20000,2,1.3,4,88,35
20000,2,1.3,4,89,21
20000,2,1.3,4,90,33
20000,2,1.3,4,91,31
20000,2,1.3,4,92,25
20000,2,1.3,4,93,32
20000,2,1.3,4,94,50
20000,2,1.3,4,95,13
20000,2,1.3,4,96,6
20000,2,1.3,4,97,31
20000,2,1.3,4,98,46
20000,2,1.3,4,99,39
20000,2,1.3,4,100,16
20000,2,1.3,4,101,25
20000,2,1.3,4,102,54
20000,2,1.3,4,103,25
20000,2,1.3,4,104,44
20000,2,1.3,4,105,24
20000,2,1.3,4,106,26
20000,2,1.3,4,107,20
20000,2,1.3,4,108,50
20000,2,1.3,4,109,55
20000,2,1.3,4,110,28
20000,2,1.3,4,111,12
20000,2,1.3,4,112,25
20000,2,1.3,4,113,20
20000,2,1.3,4,114,19
20000,2,1.3,4,115,15
20000,2,1.3,4,116,25
20000,2,1.3,4,117,50
20000,2,1.3,4,118,45
20000,2,1.3,4,119,33
5000,4,0.55,4,0,3
5000,4,0.55,4,1,11
5000,4,0.55,4,2,5
5000,4,0.55,4,3,6
5000,4,0.55,4,4,6
5000,4,0.55,4,5,6
5000,4,0.55,4,6,11
5000,4,0.55,4,7,20
5000,4,0.55,4,8,9
5000,4,0.55,4,9,15
5000,4,0.55,4,10,9
5000,4,0.55,4,11,6
5000,4,0.55,4,12,6
5000,4,0.55,4,13,12
5000,4,0.55,4,14,10
5000,4,0.55,4,15,10
5000,4,0.55,4,16,16
5000,4,0.55,4,17,7
5000,4,0.55,4,18,9
5000,4,0.55,4,19,16
5000,4,0.55,4,20,7
5000,4,0.55,4,21,17
5000,4,0.55,4,22,9
5000,4,0.55,4,23,9
5000,4,0.55,4,24,2
5000,4,0.55,4,25,15
5000,4,0.55,4,26,10
5000,4,0.55,4,27,11
5000,4,0.55,4,28,10
5000,4,0.55,4,29,4
5000,4,0.55,4,30,4
5000,4,0.55,4,31,12
5000,4,0.55,4,32,6
5000,4,0.55,4,33,7
5000,4,0.55,4,34,9
5000,4,0.55,4,35,3
5000,4,0.55,4,36,7
5000,4,0.55,4,37,4
5000,4,0.55,4,38,12
5000,4,0.55,4,39,11
5000,4,0.55,4,40,11
5000,4,0.55,4,41,7
5000,4,0.55,4,42,3
5000,4,0.55,4,43,7
5000,4,0.55,4,44,7
5000,4,0.55,4,45,11
5000,4,0.55,4,46,9
5000,4,0.55,4,47,8
5000,4,0.55,4,48,14
5000,4,0.55,4,49,16
5000,4,0.55,4,50,14
5000,4,0.55,4,51,13
5000,4,0.55,4,52,17
5000,4,0.55,4,53,15
5000,4,0.55,4,54,13
5000,4,0.55,4,55,15
5000,4,0.55,4,56,11
5000,4,0.55,4,57,11
5000,4,0.55,4,58,6
5000,4,0.55,4,59,9
5000,4,0.55,4,60,12
5000,4,0.55,4,61,8
5000,4,0.55,4,62,9
5000,4,0.55,4,63,7
5000,4,0.55,4,64,10
5000,4,0.55,4,65,16
5000,4,0.55,4,66,3
5000,4,0.55,4,67,5
5000,4,0.55,4,68,11
5000,4,0.55,4,69,10
5000,4,0.55,4,70,16
5000,4,0.55,4,71,12
5000,4,0.55,4,72,12
5000,4,0.55,4,73,8
5000,4,0.55,4,74,9
5000,4,0.55,4,75,5
5000,4,0.55,4,76,15
5000,4,0.55,4,77,14
5000,4,0.55,4,78,8
5000,4,0.55,4,79,16
5000,4,0.55,4,80,11
5000,4,0.55,4,81,9
5000,4,0.55,4,82,11
5000,4,0.55,4,83,10
5000,4,0.55,4,84,6
5000,4,0.55,4,85,11
5000,4,0.55,4,86,2
5000,4,0.55,4,87,13
5000,4,0.55,4,88,2
5000,4,0.55,4,89,11
5000,4,0.55,4,90,13
5000,4,0.55,4,91,6
5000,4,0.55,4,92,9
5000,4,0.55,4,93,9
5000,4,0.55,4,94,11
5000,4,0.55,4,95,17
5000,4,0.55,4,96,12
5000,4,0.55,4,97,3
5000,4,0.55,4,98,14
5000,4,0.55,4,99,9
5000,4,0.55,4,100,7
5000,4,0.55,4,101,10
5000,4,0.55,4,102,10
5000,4,0.55,4,103,10
5000,4,0.55,4,104,8
5000,4,0.55,4,105,5
5000,4,0.55,4,106,5
5000,4,0.55,4,107,12
5000,4,0.55,4,108,5
5000,4,0.55,4,109,8
5000,4,0.55,4,110,12
5000,4,0.55,4,111,15
5000,4,0.55,4,112,19
5000,4,0.55,4,113,9
5000,4,0.55,4,114,8
5000,4,0.55,4,115,7
5000,4,0.55,4,116,11
5000,4,0.55,4,117,10
5000,4,0.55,4,118,10
5000,4,0.55,4,119,16
20000,4,0.55,4,0,10
20000,4,0.55,4,1,7
20000,4,0.55,4,2,18
20000,4,0.55,4,3,11
20000,4,0.55,4,4,9
20000,4,0.55,4,5,5
20000,4,0.55,4,6,14
20000,4,0.55,4,7,7
20000,4,0.55,4,8,12
20000,4,0.55,4,9,11
20000,4,0.55,4,10,6
20000,4,0.55,4,11,10
20000,4,0.55,4,12,17
20000,4,0.55,4,13,10
20000,4,0.55,4,14,4
20000,4,0.55,4,15,13
20000,4,0.55,4,16,13
20000,4,0.55,4,17,15
20000,4,0.55,4,18,1
20000,4,0.55,4,19,3
20000,4,0.55,4,20,14
20000,4,0.55,4,21,16
20000,4,0.55,4,22,3
20000,4,0.55,4,23,8
20000,4,0.55,4,24,12
20000,4,0.55,4,25,11
20000,4,0.55,4,26,2
20000,4,0.55,4,27,9
20000,4,0.55,4,28,10
20000,4,0.55,4,29,8
20000,4,0.55,4,30,8
20000,4,0.55,4,31,10
20000,4,0.55,4,32,7
20000,4,0.55,4,33,0
20000,4,0.55,4,34,12
20000,4,0.55,4,35,11
20000,4,0.55,4,36,13
20000,4,0.55,4,37,16
20000,4,0.55,4,38,10
20000,4,0.55,4,39,13
20000,4,0.55,4,40,6
20000,4,0.55,4,41,6
20000,4,0.55,4,42,8
20000,4,0.55,4,43,6
20000,4,0.55,4,44,7
20000,4,0.55,4,45,10
20000,4,0.55,4,46,7
20000,4,0.55,4,47,12
20000,4,0.55,4,48,8
20000,4,0.55,4,49,8
20000,4,0.55,4,50,4
20000,4,0.55,4,51,12
20000,4,0.55,4,52,16
20000,4,0.55,4,53,8
20000,4,0.55,4,54,7
20000,4,0.55,4,55,16
20000,4,0.55,4,56,8
20000,4,0.55,4,57,11
20000,4,0.55,4,58,7
20000,4,0.55,4,59,15
20000,4,0.55,4,60,19
20000,4,0.55,4,61,6
20000,4,0.55,4,62,8
20000,4,0.55,4,63,11
20000,4,0.55,4,64,8
20000,4,0.55,4,65,13
20000,4,0.55,4,66,8
20000,4,0.55,4,67,9
20000,4,0.55,4,68,13
20000,4,0.55,4,69,4
20000,4,0.55,4,70,3
20000,4,0.55,4,71,15
20000,4,0.55,4,72,10
20000,4,0.55,4,73,11
20000,4,0.55,4,74,3
20000,4,0.55,4,75,7
20000,4,0.55,4,76,13
20000,4,0.55,4,77,7
20000,4,0.55,4,78,3
20000,4,0.55,4,79,6
20000,4,0.55,4,80,13
20000,4,0.55,4,81,7
20000,4,0.55,4,82,15
20000,4,0.55,4,83,15
20000,4,0.55,4,84,13
20000,4,0.55,4,85,15
20000,4,0.55,4,86,5
20000,4,0.55,4,87,2
20000,4,0.55,4,88,4
20000,4,0.55,4,89,11
20000,4,0.55,4,90,14
20000,4,0.55,4,91,12
20000,4,0.55,4,92,6
20000,4,0.55,4,93,6
20000,4,0.55,4,94,10
20000,4,0.55,4,95,7
20000,4,0.55,4,96,4
20000,4,0.55,4,97,5
20000,4,0.55,4,98,8
20000,4,0.55,4,99,14
20000,4,0.55,4,100,14
20000,4,0.55,4,101,3
20000,4,0.55,4,102,7
20000,4,0.55,4,103,8
20000,4,0.55,4,104,7
20000,4,0.55,4,105,13
20000,4,0.55,4,106,8
20000,4,0.55,4,107,16
20000,4,0.55,4,108,14
20000,4,0.55,4,109,10
20000,4,0.55,4,110,13
20000,4,0.55,4,111,9
20000,4,0.55,4,112,10
20000,4,0.55,4,113,4
20000,4,0.55,4,114,8
20000,4,0.55,4,115,7
20000,4,0.55,4,116,13
20000,4,0.55,4,117,8
20000,4,0.55,4,118,8
20000,4,0.55,4,119,9
5000,4,0.7,4,0,8
5000,4,0.7,4,1,10
5000,4,0.7,4,2,8
5000,4,0.7,4,3,3
5000,4,0.7,4,4,19
5000,4,0.7,4,5,16
5000,4,0.7,4,6,9
5000,4,0.7,4,7,16
5000,4,0.7,4,8,22
5000,4,0.7,4,9,16
5000,4,0.7,4,10,14
5000,4,0.7,4,11,17
5000,4,0.7,4,12,13
5000,4,0.7,4,13,14
5000,4,0.7,4,14,17
5000,4,0.7,4,15,12
5000,4,0.7,4,16,5
5000,4,0.7,4,17,19
5000,4,0.7,4,18,18
5000,4,0.7,4,19,11
5000,4,0.7,4,20,8
5000,4,0.7,4,21,10
5000,4,0.7,4,22,10
5000,4,0.7,4,23,12
5000,4,0.7,4,24,18
5000,4,0.7,4,25,11
5000,4,0.7,4,26,11
5000,4,0.7,4,27,22
5000,4,0.7,4,28,9
5000,4,0.7,4,29,12
5000,4,0.7,4,30,17
5000,4,0.7,4,31,16
5000,4,0.7,4,32,18
5000,4,0.7,4,33,6
5000,4,0.7,4,34,16
5000,4,0.7,4,35,8
5000,4,0.7,4,36,3
5000,4,0.7,4,37,18
5000,4,0.7,4,38,13
5000,4,0.7,4,39,13
5000,4,0.7,4,40,20
5000,4,0.7,4,41,11
5000,4,0.7,4,42,13
5000,4,0.7,4,43,18
5000,4,0.7,4,44,13
5000,4,0.7,4,45,14
5000,4,0.7,4,46,17
5000,4,0.7,4,47,14
5000,4,0.7,4,48,11
5000,4,0.7,4,49,9
5000,4,0.7,4,50,18
5000,4,0.7,4,51,8
5000,4,0.7,4,52,14
5000,4,0.7,4,53,8
5000,4,0.7,4,54,11
5000,4,0.7,4,55,10
5000,4,0.7,4,56,17
5000,4,0.7,4,57,17
5000,4,0.7,4,58,10
5000,4,0.7,4,59,14
5000,4,0.7,4,60,4
5000,4,0.7,4,61,9
5000,4,0.7,4,62,8
5000,4,0.7,4,63,10
5000,4,0.7,4,64,10
5000,4,0.7,4,65,13
5000,4,0.7,4,66,16
5000,4,0.7,4,67,13
5000,4,0.7,4,68,18
5000,4,0.7,4,69,13
5000,4,0.7,4,70,23
5000,4,0.7,4,71,23
5000,4,0.7,4,72,11
5000,4,0.7,4,73,12
5000,4,0.7,4,74,8
5000,4,0.7,4,75,14
5000,4,0.7,4,76,17
5000,4,0.7,4,77,23
5000,4,0.7,4,78,8
5000,4,0.7,4,79,14
5000,4,0.7,4,80,7
5000,4,0.7,4,81,18
5000,4,0.7,4,82,14
5000,4,0.7,4,83,13
5000,4,0.7,4,84,10
5000,4,0.7,4,85,17
5000,4,0.7,4,86,15
5000,4,0.7,4,87,10
5000,4,0.7,4,88,12
5000,4,0.7,4,89,6
5000,4,0.7,4,90,17
5000,4,0.7,4,91,10
5000,4,0.7,4,92,16
5000,4,0.7,4,93,11
5000,4,0.7,4,94,13
5000,4,0.7,4,95,17
5000,4,0.7,4,96,15
5000,4,0.7,4,97,9
5000,4,0.7,4,98,11
5000,4,0.7,4,99,14
5000,4,0.7,4,100,17
5000,4,0.7,4,101,15
5000,4,0.7,4,102,14
5000,4,0.7,4,103,12
5000,4,0.7,4,104,14
5000,4,0.7,4,105,12
5000,4,0.7,4,106,15
5000,4,0.7,4,107,13
5000,4,0.7,4,108,9
5000,4,0.7,4,109,13
5000,4,0.7,4,110,13
5000,4,0.7,4,111,12
5000,4,0.7,4,112,11
5000,4,0.7,4,113,13
5000,4,0.7,4,114,23
5000,4,0.7,4,115,24
5000,4,0.7,4,116,11
5000,4,0.7,4,117,13
5000,4,0.7,4,118,7
5000,4,0.7,4,119,12
20000,4,0.7,4,0,10
20000,4,0.7,4,1,11
20000,4,0.7,4,2,14
20000,4,0.7,4,3,19
20000,4,0.7,4,4,12
20000,4,0.7,4,5,11
20000,4,0.7,4,6,8
20000,4,0.7,4,7,8
20000,4,0.7,4,8,4
20000,4,0.7,4,9,18
20000,4,0.7,4,10,15
20000,4,0.7,4,11,5
20000,4,0.7,4,12,7
20000,4,0.7,4,13,3
20000,4,0.7,4,14,16
20000,4,0.7,4,15,4
20000,4,0.7,4,16,2
20000,4,0.7,4,17,12
20000,4,0.7,4,18,8
20000,4,0.7,4,19,17
20000,4,0.7,4,20,15
20000,4,0.7,4,21,17
20000,4,0.7,4,22,9
20000,4,0.7,4,23,3
20000,4,0.7,4,24,19
20000,4,0.7,4,25,9
20000,4,0.7,4,26,15
20000,4,0.7,4,27,14
20000,4,0.7,4,28,20
20000,4,0.7,4,29,6
20000,4,0.7,4,30,3
20000,4,0.7,4,31,7
20000,4,0.7,4,32,15
20000,4,0.7,4,33,12
20000,4,0.7,4,34,8
20000,4,0.7,4,35,15
20000,4,0.7,4,36,11
20000,4,0.7,4,37,14
20000,4,0.7,4,38,10
20000,4,0.7,4,39,24
20000,4,0.7,4,40,6
20000,4,0.7,4,41,16
20000,4,0.7,4,42,10
20000,4,0.7,4,43,7
20000,4,0.7,4,44,13
20000,4,0.7,4,45,16
20000,4,0.7,4,46,20
20000,4,0.7,4,47,10
20000,4,0.7,4,48,16
20000,4,0.7,4,49,16
20000,4,0.7,4,50,8
20000,4,0.7,4,51,6
20000,4,0.7,4,52,7
20000,4,0.7,4,53,11
20000,4,0.7,4,54,6
20000,4,0.7,4,55,15
20000,4,0.7,4,56,25
20000,4,0.7,4,57,10
