candidates,trial,method,exact_value,greedy_value,relative_regret,greedy_ms,exact_ms
10,8,ratio,2.213153841459385,2.1190771705183895,0.04250796721793185,0.2504179997231404,4.165465999903972
10,8,price,2.213153841459385,1.9481055286500797,0.1197604558002749,0.18318799993721768,4.165465999903972
10,9,raw,3.493096217505726,3.1121496809404223,0.10905698350253906,0.24220600016633398,4.966039999999339
10,9,ratio,3.493096217505726,2.696217054096889,0.22812974902187347,0.47756799995113397,4.966039999999339
10,9,price,3.493096217505726,3.493096217505726,0.0,0.2838599998540303,4.966039999999339
10,10,raw,2.445657168330244,2.3331748387471145,0.045992680838388394,0.2083729996229522,4.067523000230722
10,10,ratio,2.445657168330244,2.4456571683302446,-1.8158277276175283e-16,0.23370500002783956,4.067523000230722
10,10,price,2.445657168330244,2.4456571683302446,-1.8158277276175283e-16,0.3098319998571242,4.067523000230722
10,11,raw,4.752321568528563,4.752321568528563,0.0,0.3323810001347738,4.91169799988711
10,11,ratio,4.752321568528563,3.774108735619218,0.20583893972735184,0.30523300029017264,4.91169799988711
10,11,price,4.752321568528563,4.752321568528563,0.0,0.26557899991530576,4.91169799988711
10,12,raw,2.938672054312043,2.938672054312043,0.0,0.20932699999320903,4.078377000041655
10,12,ratio,2.938672054312043,2.938672054312043,0.0,0.23851800006013946,4.078377000041655
10,12,price,2.938672054312043,2.938672054312043,0.0,0.20163299996056594,4.078377000041655
10,13,raw,3.4951356520864465,2.7845609244094707,0.2033039053156043,0.21135099996172357,4.756303999783995
10,13,ratio,3.4951356520864465,3.495135652086447,-1.2705922002911686e-16,0.32323599998562713,4.756303999783995
10,13,price,3.4951356520864465,2.7845609244094707,0.2033039053156043,0.212550000014744,4.756303999783995
10,14,raw,3.6701308645643187,3.6701308645643187,0.0,0.260784000147396,4.919838999740023
10,14,ratio,3.6701308645643187,3.557431821151292,0.030707091265097197,0.24910000001909793,4.919838999740023
10,14,price,3.6701308645643187,3.6701308645643187,0.0,0.2660579998519097,4.919838999740023
10,15,raw,2.3939127202956536,2.3939127202956536,0.0,0.20792899977095658,4.663038999751734
10,15,ratio,2.3939127202956536,1.9870093468448422,0.16997418911770432,0.2762419999271515,4.663038999751734
10,15,price,2.3939127202956536,1.987009346844842,0.1699741891177044,0.35277200004202314,4.663038999751734
10,16,raw,3.0669403532713866,3.0669403532713866,0.0,0.27476500008560834,5.6277570001839194
10,16,ratio,3.0669403532713866,3.0669403532713866,0.0,0.320857000133401,5.6277570001839194
10,16,price,3.0669403532713866,3.0669403532713866,0.0,0.2766289999271976,5.6277570001839194
10,17,raw,2.560588034050263,2.560588034050263,0.0,0.2558789997237909,3.969235000113258
10,17,ratio,2.560588034050263,2.560588034050263,0.0,0.29608499971800484,3.969235000113258
10,17,price,2.560588034050263,2.560588034050263,0.0,0.5188889999772073,3.969235000113258
10,18,raw,2.764226107459352,2.306907255705099,0.16544191175973752,0.2822430001288012,4.63198299985379
10,18,ratio,2.764226107459352,2.7642261074593524,-1.6065589158993679e-16,0.3812250001828943,4.63198299985379
10,18,price,2.764226107459352,2.306907255705099,0.16544191175973752,0.33992899989243597,4.63198299985379
10,19,raw,2.8635347155331665,2.8635347155331665,0.0,0.2429359997222491,5.349356999886368
10,19,ratio,2.8635347155331665,2.5982020173209874,0.09265915191210676,0.3372609999132692,5.349356999886368
10,19,price,2.8635347155331665,2.5982020173209874,0.09265915191210676,0.2917080000770511,5.349356999886368
10,20,raw,3.997308266301418,3.977648884973952,0.004918154922701551,0.2578079997874738,6.431127999803721
10,20,ratio,3.997308266301418,3.977648884973952,0.004918154922701551,0.30624000009993324,6.431127999803721
10,20,price,3.997308266301418,3.977648884973952,0.004918154922701551,0.2700220002225251,6.431127999803721
10,21,raw,3.071452482111403,3.0714524821114035,-1.4458605901816954e-16,0.2085030000671395,4.375425000034738
10,21,ratio,3.071452482111403,3.0714524821114035,-1.4458605901816954e-16,0.35703200001080404,4.375425000034738
10,21,price,3.071452482111403,3.0714524821114035,-1.4458605901816954e-16,0.35642800003188313,4.375425000034738
10,22,raw,2.3015191424290213,2.3015191424290213,0.0,0.3314470000077563,7.50745300001654
10,22,ratio,2.3015191424290213,2.127729035832677,0.07551104111735808,0.45799000008628354,7.50745300001654
10,22,price,2.3015191424290213,2.3015191424290213,0.0,0.209909999739466,7.50745300001654
10,23,raw,2.6943542844756774,2.6943542844756774,0.0,0.2585650004220952,5.545636000078957
10,23,ratio,2.6943542844756774,2.252875603135382,0.16385324078722902,0.43394799968154985,5.545636000078957
10,23,price,2.6943542844756774,2.6943542844756774,0.0,0.27349399988452205,5.545636000078957
10,24,raw,2.9230098308680006,2.9230098308680006,0.0,0.2439359996060375,5.079066999769566
10,24,ratio,2.9230098308680006,2.923009830868,1.5192874316067161e-16,0.31116399986785837,5.079066999769566
10,24,price,2.9230098308680006,2.9230098308680006,0.0,0.2573329998085683,5.079066999769566
10,25,raw,2.8527881473909638,2.4404098441880646,0.1445527259288575,0.21916100013186224,4.690083999776107
10,25,ratio,2.8527881473909638,2.7763331860146776,0.02680008378687655,0.2821199996105861,4.690083999776107
10,25,price,2.8527881473909638,2.4404098441880646,0.1445527259288575,0.2180720002797898,4.690083999776107
10,26,raw,3.2937432961736763,2.962996017692028,0.10041683541819299,0.24858200004018727,4.573342000185221
10,26,ratio,3.2937432961736763,3.293743296173677,-1.3482811801574174e-16,0.2668000001904147,4.573342000185221
10,26,price,3.2937432961736763,3.293743296173677,-1.3482811801574174e-16,0.23487399994337466,4.573342000185221
10,27,raw,4.5242133997572,3.88149747006438,0.14206136468436986,0.2500020000297809,4.721587999938492
10,27,ratio,4.5242133997572,4.524213399757201,-1.963166502596431e-16,0.3187659999639436,4.721587999938492
10,27,price,4.5242133997572,4.524213399757201,-1.963166502596431e-16,0.28655300002355943,4.721587999938492
10,28,raw,2.423776533417391,2.423776533417391,0.0,0.2274429998578853,4.212327000004734
10,28,ratio,2.423776533417391,2.3468414125822985,0.03174183748970376,0.25722200007294305,4.212327000004734
10,28,price,2.423776533417391,2.423776533417391,0.0,0.24027800009207567,4.212327000004734
10,29,raw,2.2217988611870974,2.170905112193062,0.02290655103083599,0.41573199996491894,4.21222500017393
10,29,ratio,2.2217988611870974,2.170905112193062,0.02290655103083599,0.2866310001081729,4.21222500017393
10,29,price,2.2217988611870974,2.170905112193062,0.02290655103083599,0.22169700014273985,4.21222500017393
10,30,raw,1.8237103379814217,1.8237103379814215,1.2175431607784924e-16,0.19242300004407298,4.282865000277525
10,30,ratio,1.8237103379814217,1.6922433960112253,0.07208762226775052,0.3142300001854892,4.282865000277525
10,30,price,1.8237103379814217,1.8237103379814215,1.2175431607784924e-16,0.1581020001140132,4.282865000277525
10,31,raw,2.811908835878982,2.3608695474185364,0.16040324021367283,0.22287799993137014,5.071730000054231
10,31,ratio,2.811908835878982,2.5107948280578696,0.10708526676932124,0.3362930001458153,5.071730000054231
10,31,price,2.811908835878982,2.5107948280578696,0.10708526676932124,0.2693919996090699,5.071730000054231
10,32,raw,2.5472919822693956,2.5472919822693956,0.0,0.38425999991886783,5.740972999774385
10,32,ratio,2.5472919822693956,2.40136889842732,0.05728557419321523,0.2990309999404417,5.740972999774385
10,32,price,2.5472919822693956,2.5472919822693956,0.0,0.22405999970942503,5.740972999774385
10,33,raw,3.3050260819229202,3.3050260819229202,0.0,0.21873000014238642,4.8332899996239576
10,33,ratio,3.3050260819229202,3.3050260819229202,0.0,0.3909580000254209,4.8332899996239576
10,33,price,3.3050260819229202,3.3050260819229202,0.0,0.275283000064519,4.8332899996239576
10,34,raw,2.253285368848346,2.182851505136664,0.03125829718926409,0.2373750003243913,4.495925000355783
10,34,ratio,2.253285368848346,2.0439807272049557,0.09288865251469056,0.3126279998468817,4.495925000355783
10,34,price,2.253285368848346,2.0439807272049557,0.09288865251469056,0.24909700005082414,4.495925000355783
10,35,raw,1.6849052386340053,1.6739518383196206,0.0065008999101130085,0.1918520001709112,4.392951999761863
10,35,ratio,1.6849052386340053,1.5184859376946087,0.09877071844961256,0.2524260003156087,4.392951999761863
10,35,price,1.6849052386340053,1.6739518383196206,0.0065008999101130085,0.1897410002129618,4.392951999761863
10,36,raw,3.2987593412116487,3.2987593412116496,-2.692462007167499e-16,0.35458000002108747,4.8865149997254775
10,36,ratio,3.2987593412116487,3.2987593412116496,-2.692462007167499e-16,0.25341699983982835,4.8865149997254775
10,36,price,3.2987593412116487,3.2987593412116496,-2.692462007167499e-16,0.24222299998655217,4.8865149997254775
10,37,raw,2.685872030722848,2.6565680523396944,0.010910414959445076,0.19773700023506535,4.220494000037434
10,37,ratio,2.685872030722848,2.514097418704222,0.06395487575496903,0.24096700008158223,4.220494000037434
10,37,price,2.685872030722848,2.6565680523396944,0.010910414959445076,0.23742299981677206,4.220494000037434
10,38,raw,2.046885766839409,2.0468857668394085,2.169584727416321e-16,0.2231140001640597,4.092575999948167
10,38,ratio,2.046885766839409,2.046885766839409,0.0,0.2613019996715593,4.092575999948167
10,38,price,2.046885766839409,2.0468857668394085,2.169584727416321e-16,0.2308699999957753,4.092575999948167
10,39,raw,3.2375272891340097,3.2375272891340097,0.0,0.26054699992528185,4.941910000070493
10,39,ratio,3.2375272891340097,3.2375272891340097,0.0,0.3115180002168927,4.941910000070493
10,39,price,3.2375272891340097,3.2375272891340097,0.0,0.2668130000529345,4.941910000070493
10,40,raw,2.552674347482614,2.2667223622899004,0.11202055031998596,0.21535599989874754,4.25384500022119
10,40,ratio,2.552674347482614,2.552674347482614,0.0,0.26363100005255546,4.25384500022119
10,40,price,2.552674347482614,2.2667223622899004,0.11202055031998596,0.22150399991005543,4.25384500022119
10,41,raw,3.557939988514206,2.8259092657747793,0.2057456632496835,0.21220100006758003,4.6914429999560525
10,41,ratio,3.557939988514206,3.5579399885142062,-1.2481638568488449e-16,0.29899399987698416,4.6914429999560525
