candidate_count,mean_relative_regret,p95_relative_regret,greedy_ms,exact_ms
8,0.014684180439105788,0.09838745378990728,0.014262519997600975,1.7333342400002039
10,0.011767023309055002,0.08589095651399142,0.015442300001495822,4.072776410001779
12,0.020722993411688356,0.10599621924123209,0.0883236899971962,19.870836379997172
14,0.02064322276411882,0.09682891268808064,0.04693215000429518,27.767439970001533
16,0.02802442675382628,0.11402522050065152,0.06092912000212891,52.957091389997686
18,0.020986791261448437,0.09040447341572463,0.03585988000395446,50.54005221000125
