coupling_scale,mean_advantage,std_advantage,wins,ci95
0.0,-0.0052268750000000405,0.0014146891627080235,0,0.001386395379453863
0.5,-0.0058612499999998735,0.0021677022901564567,0,0.0021243482443533274
1.0,-0.006577031250000042,0.002006117613427781,0,0.0019659952611592257
1.5,-0.0064770937500000375,0.0023982127511418165,0,0.00235024849611898
2.0,-0.007186250000000061,0.0023182182970802614,0,0.002271853931138656
3.0,-0.007580718750000059,0.0023492869094844707,0,0.0023023011712947814
